Index ,Row-ID,Order Id ,order-date,Ship.Date,Ship  Mode,CustomerID,Customer  Name,Segment,Country,City,State,Postal_Code#,REGION,Product ID,Category,Sub Category,PRODUCT NAME,Sales($),Qty,disc,Profit %,Notes (Dirty)
8222,8223,CA-2014-152905,2014-02-18,2014-02-24,Standard Class,AB-10015,Aaron Bergman,Consumer,United States,Arlington,Texas,76017.0,Central,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,12.624,2,0.2,-2.5248,
8246,8247,CA-2015-129217,,,Same Day,DP-13390,,Home Office,United States,Aurora,Illinois,,Central,OFF-AP-10002439,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,70.97,5,0.8,-191.619,
8247,8248,CA-2015-129217,,,Same Day,DP-13390,Dennis Pardue,Home Office,United States,Aurora,Illinois,60505.0,Central,OFF-AR-10004602, Office Supplies  ,Art,Boston KS Multi-Size Manual Pencil Sharpener,$36.78,2,0.2,3.6784,
8249,8250,CA-2015-140221,,,Second Class,MS-17365,Maribeth Schnelling,Consumer,United States,Chicago,Illinois,60653.0,Central,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",$11.21,2,0.8,-16.818,
8250,8251,CA-2015-140221,,,Second Class,MS-17365,,Consumer,United States,Chicago,Illinois,60653.0,Central,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,4.712,2,0.6,-1.8848,
8251,8252,CA-2015-140221,,,Second Class,MS-17365,Maribeth Schnelling,Consumer,United States,Chicago,Illinois,60653,Central,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,180.98,5,0.8,-470.548,
8252,8253,CA-2015-140221,,,2nd Class,MS-17365,Maribeth Schnelling,Consumer,United States,Chicago,Illinois,60653.0,Central,OFF-ST-10000777, Office Supplies  ,Storage,"Companion Letter/Legal File, Black",60.416,2,0.2,6.0416,
8259,8260,CA-2016-118101,2016-06-26,2016-06-26,Same-Day,SN-20560,Skye Norling,Home Office,United States,Roseville,Michigan,48066.0,Central,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",368.91,9,0.0,180.7659,
8260,8261,CA-2016-118101,2016-06-26,26/06/2016,Same Day,SN-20560,Skye Norling,Home Office,United States,Roseville,Michigan,48066.0,Central,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,8.02,1,0.0,3.7694,
8261,8262,CA-2016-118101,26/06/2016,2016-06-26,Same Day,SN-20560,Skye Norling,Home Office,United States,Roseville,Michigan,48066.0,Central,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",171.04,4,0.0,44.4704,
8267,8268,CA-2017-121790,30/01/2017,,Standard Class,LP-17095,Liz Preis,Consumer,United States,Aurora,Illinois,60505.0,Central,FUR-TA-10003469,Furniture,Tables,Balt Split Level Computer Training Table,69.375,1,0.5,-47.175,
8268,8269,CA-2017-121790,30/01/2017,,Standard Class,LP-17095,Liz Preis,Consumer,United States,Aurora,Illinois,60505.0,Central,OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,31.68,4,0.2,2.772,
8269,8270,CA-2017-121790,2017-01-30,,Standard Class,LP-17095,Liz Preis,Consumer,United States,Aurora,Illinois,60505.0,Central,TEC-PH-10002584,Technology,Phones,Samsung Galaxy S4,2003.168,4,0.2,250.396,
8270,8271,CA-2017-121790,30/01/2017,,Standard Class,LP-17095,Liz Preis,Consumer,United States,Aurora,Illinois,60505.0,Central,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",9.344,2,0.2,3.1536,
8282,8283,CA-2015-154284,2015-12-21,2015-12-26,Second Class,SZ-20035,Sam Zeldin,Home Office,United States,Saint Charles,Illinois,60174.0,Central,TEC-MA-10004241,Technology,Machines,Star Micronics TSP800 TSP847IIU Receipt Printer,$600.53,2,0.3,137.264,
8283,8284,CA-2015-154284,12-21-2015,12-26-2015,Second Class,SZ-20035,Sam Zeldin,Home Office,United States,Saint Charles,Illinois,60174.0,Central,OFF-AR-10001468,Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",59.904,2,0.2,14.2272,
8284,8285,CA-2015-154284,12-21-2015,26/12/2015,Second Class,SZ-20035,Sam Zeldin,Home Office,United States,Saint Charles,Illinois,60174.0,Central,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,637.44,8,0.2,135.456,
8285,8286,CA-2015-154284,21/12/2015,26/12/2015,Second Class,SZ-20035,Sam Zeldin,Home Office,United States,Saint Charles,Illinois,60174.0,Central,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",51.756,3,0.6,-33.6414,
8300,8301,CA-2015-109169,2015-04-20,24/04/2015,Standard Class,OT-18730,Olvera Toch,Consumer,United States,Detroit,Michigan,48234.0,Central,OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,180.96,2,0.0,81.432,
8305,8306,CA-2016-128671,,2016-08-16,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Tulsa,Oklahoma,74133.0,Central,OFF-PA-10001870, Office Supplies  ,Paper,Xerox 202,32.4,5,0.0,15.552,
8306,8307,CA-2016-128671,,16/08/2016,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Tulsa,Oklahoma,,Central,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,41.86,7,0.0,19.2556,
8307,8308,CA-2016-128671,,16/08/2016,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Tulsa,Oklahoma,74133.0,Central,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",77.56,2,0.0,35.6776,
8309,8310,CA-2014-168312,,,Standard Class,GW-14605,Giulietta Weimer,Consumer,United States,Houston,Texas,77036.0,Central,OFF-ST-10003692, Office Supplies  ,Storage,Recycled Steel Personal File for Hanging File Folders,137.352,3,0.2,$8.58,
8310,8311,CA-2014-168312,,,Standard Class,GW-14605,Giulietta Weimer,Consumer,United States,Houston,Texas,77036.0,Central,FUR-TA-10001866,Furniture,Tables,Bevis Round Conference Room Tables and Bases,376.509,3,0.3,-43.0296,
8313,8314,CA-2014-161508,,07-16-2014,Standard Class,PV-18985,Paul Van Hugh,Home Office,United States,League City,Texas,77573.0,Central,FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,512.358,3,0.3,-14.6388,
8314,8315,CA-2014-161508,,07-16-2014,Standard Class,PV-18985,Paul Van Hugh,Home Office,United States,League City,Texas,77573.0,Central,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,$3.49,2,0.2,0.5668,
8315,8316,CA-2014-161508,,2014-07-16,Standard Class,PV-18985,Paul Van Hugh,Home Office,United States,League City,Texas,77573.0,Central,OFF-AR-10003158,Office Supplies,Art,Fluorescent Highlighters by Dixon,22.288,7,0.2,3.9004,
8316,8317,CA-2014-161508,,16/07/2014,Standard Class,PV-18985,Paul Van Hugh,Home Office,United States,League City,Texas,77573.0,Central,OFF-PA-10001804,OFFICE SUPPLIES,Paper,Xerox 195,16.032,3,0.2,5.6112,
8320,8321,CA-2015-142937,,,First Class,SF-20065, Sandra Flanagan ,Consumer,United States,Dallas,Texas,75220.0,Central,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",45.04,2,0.2,4.504,
8321,8322,US-2016-149790,09-26-2016,,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Houston,Texas,77095.0,Central,OFF-BI-10002026,Office Supplies,Binders,Ibico Recycled Linen-Style Covers,15.624,2,0.8,-24.9984,
8326,8327,CA-2017-103478,2017-07-21,2017-07-24,2nd Class,KL-16555,Kelly Lampkin,Corporate,United States,Aurora,Illinois,60505,Central,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,2.864,4,0.8,-4.5824,check
8327,8328,CA-2017-103478,2017-07-21,07-24-2017,Second Class,KL-16555,Kelly Lampkin,Corporate,United States,Aurora,Illinois,60505.0,Central,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,94.192,7,0.8,-164.836,
8360,8361,CA-2017-147207,,,2nd Class,TS-21655,Trudy Schmidt,Consumer,United States,El Paso,Texas,,Central,OFF-AR-10001955,Office Supplies,Art,Newell 319,31.744,2,0.2,3.968,
8361,8362,CA-2017-147207,,,Second Class,TS-21655,Trudy Schmidt,Consumer,United States,El Paso,Texas,79907.0,Central,OFF-AP-10000027,Office Supplies,Appliances,Hoover Commercial SteamVac,5.432,2,0.8,-13.58,
8362,8363,CA-2017-147207,,,Second Class,TS-21655,Trudy Schmidt,Consumer,United States,El Paso,Texas,79907.0,Central,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",$913.43,5,0.3,-169.637,
8363,8364,CA-2017-147207,,,Second Class,TS-21655,Trudy Schmidt,Consumer,United States,El Paso,Texas,79907.0,Central,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",372.144,3,0.2,27.9108,
8371,8372,CA-2014-165393,2014-12-27,2014-12-30,First Class,NC-18415,Nathan Cano,Consumer,United States,Fort Worth,Texas,76106.0,Central,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,4.984,1,0.8,-8.4728,
8377,8378,CA-2015-162964,,2015-11-18,Standard Class,MF-18250,Monica Federle,Corporate,United States,Houston,Texas,77095.0,Central,OFF-ST-10002344,OFFICE SUPPLIES,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",64.784,1,0.2,-14.5764,
8378,8379,CA-2015-162964,,11-18-2015,Standard Class,MF-18250, Monica Federle ,Corporate,United States,Houston,Texas,77095,Central,OFF-PA-10003349, Office Supplies  ,Paper,Xerox 1957,15.552,3,0.2,5.6376,
8379,8380,CA-2015-162964,,11-18-2015,Standard Class,MF-18250, Monica Federle ,Corporate,United States,Houston,Texas,77095.0,Central,OFF-EN-10003055, Office Supplies  ,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",223.888,7,0.2,69.965,
8380,8381,CA-2014-103527,,14/09/2014,Second Class,CC-12220,Chris Cortes,Consumer,United States,Chicago,Illinois,60653.0,Central,OFF-PA-10001622,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",10.896,3,0.2,3.405,
8382,8383,CA-2016-163048,,15/02/2016,Standard Class,MH-17440,Mark Haberlin,Corporate,United States,Houston,Texas,77036,Central,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,241.5,4,0.3,0.0,
8397,8398,US-2014-120236,,,First Class,MR-17545,Mathew Reese,Home Office,United States,Houston,Texas,77095.0,Central,OFF-BI-10004099,Office Supplies,Binders,GBC VeloBinder Strips,7.68,5,0.8,-11.52,
8412,8413,CA-2017-132290,,03-14-2017,Standard Class,MD-17350,Maribeth Dona,Consumer,United States,Dallas,Texas,75217.0,Central,FUR-TA-10002228, Furniture  ,Tables,"Bevis Traditional Conference Table Top, Plinth Base",$933.41,4,0.3,-173.3472,
8413,8414,CA-2016-147109,,2016-12-21,Standard Class,AH-10075,Adam Hart,Corporate,United States,Arlington,Texas,76017,Central,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,51.84,10,0.2,18.144,
8414,8415,CA-2016-147109,12-17-2016,12-21-2016,Standard Class,AH-10075,Adam Hart,Corporate,United States,Arlington,Texas,76017.0,Central,TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,165.6,3,0.2,-6.21,
8415,8416,CA-2017-107265,,,Standard Class,ML-17755, Max Ludwig ,Home Office,United States,Marion,Iowa,52302.0,Central,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,106.32,3,0.0,49.9704,
8427,8428,CA-2017-167017,11-23-2017,2017-11-25,First Class,DC-12850,Dan Campbell,Consumer,United States,Roseville,Michigan,48066.0,Central,OFF-SU-10001935,Office Supplies,Supplies,Staple remover,4.36,2,0.0,0.1744,
8430,8431,US-2014-113124,03-30-2014,,Standard Class,NC-18340,Nat Carroll,Consumer,United States,Apple Valley,Minnesota,55124.0,Central,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,129.3,2,0.0,6.465,
8432,8433,US-2014-127635,14/09/2014,09-18-2014,Second Class,SC-20260,Scott Cohen,Corporate,United States,Corpus Christi,Texas,78415.0,Central,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,6.048,4,0.2,-1.3608,
8433,8434,US-2014-127635,14/09/2014,2014-09-18,Second Class,SC-20260,Scott Cohen,Corporate,United States,Corpus Christi,Texas,78415.0,Central,OFF-PA-10004610,Office Supplies,Paper,Xerox 1900,6.848,2,0.2,2.14,
8434,8435,US-2014-127635,2014-09-14,2014-09-18,Second Class,SC-20260,Scott Cohen,Corporate,United States,Corpus Christi,Texas,78415.0,Central,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,9.96,5,0.6,-6.723,
8435,8436,US-2014-127635,2014-09-14,2014-09-18,Second Class,SC-20260,Scott Cohen,Corporate,United States,Corpus Christi,Texas,78415.0,Central,OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders,8.552,2,0.8,-13.6832,
8439,8440,CA-2017-114370,03-14-2017,17/03/2017,Second Class,BN-11470,Brad Norvell,Corporate,United States,Chicago,Illinois,60623.0,Central,TEC-PH-10000213,Technology,Phones,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,49.616,2,0.2,4.9616,
8452,8453,CA-2016-125087,04-18-2016,04-23-2016,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Houston,Texas,77070.0,Central,FUR-CH-10002880, Furniture  ,Chairs,"Global High-Back Leather Tilter, Burgundy",344.372,4,0.3,-93.4724,
8453,8454,CA-2016-125087,04-18-2016,2016-04-23,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Houston,Texas,77070.0,Central,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1554.936,3,0.2,77.7468,
8454,8455,CA-2016-125087,2016-04-18,2016-04-23,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Houston,Texas,77070.0,Central,FUR-FU-10004748,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",127.88,5,0.6,-67.137,
8456,8457,US-2017-118556,28/05/2017,,Second Class,TH-21235,Tiffany House,Corporate,United States,Chicago,Illinois,60653.0,Central,FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black",106.869,3,0.3,-29.0073,
8457,8458,US-2017-118556,2017-05-28,,Second Class,TH-21235,Tiffany House,Corporate,United States,Chicago,Illinois,60653.0,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,$3.56,3,0.8,-6.237,
8458,8459,CA-2014-126200,08-25-2014,2014-08-29,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Houston,Texas,77070.0,Central,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",25.68,3,0.8,-39.804,
8459,8460,CA-2014-126200,2014-08-25,29/08/2014,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Houston,Texas,77070.0,Central,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",12.384,3,0.8,-19.8144,
8462,8463,CA-2015-169537,,,Second Class,JH-15820,John Huston,Consumer,United States,Holland,Michigan,49423.0,Central,OFF-LA-10001982,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,7.5,2,0.0,3.6,
8468,8469,US-2016-164196,,17/11/2016,Standard Class,AS-10285,Alejandro Savely,Corporate,United States,Noblesville,Indiana,46060.0,Central,FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables,2678.94,6,0.0,$241.10,check
8480,8481,CA-2014-109890,07-21-2014,07-27-2014,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,Omaha,Nebraska,68104.0,Central,TEC-PH-10004100,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,35.98,2,0.0,10.0744,
8483,8484,CA-2016-126284,09-20-2016,24/09/2016,Standard Class,EN-13780, Edward Nazzal ,Consumer,United States,Grand Rapids,Michigan,,Central,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,83.7,5,0.0,41.013,
8492,8493,CA-2015-109190,2015-10-23,2015-10-28,Standard Class,CC-12685,Craig Carroll,Consumer,United States,Lubbock,Texas,79424.0,Central,OFF-PA-10000069,OFFICE SUPPLIES,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",60.736,8,0.2,$20.50,
8493,8494,CA-2015-109190,2015-10-23,28/10/2015,Standard Class,CC-12685,Craig Carroll,Consumer,United States,Lubbock,Texas,79424.0,Central,TEC-CO-10001943,Technology,Copiers,Canon PC-428 Personal Copier,479.976,3,0.2,161.9919,
8494,8495,CA-2015-109190,2015-10-23,2015-10-28,Standard Class,CC-12685,Craig Carroll,Consumer,United States,Lubbock,Texas,79424.0,Central,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,6.08,1,0.8,-10.336,
8504,8505,CA-2016-109400,,,Standard Class,NR-18550, Nick Radford ,Consumer,United States,Amarillo,Texas,79109.0,Central,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",366.744,4,0.3,-110.0232,
8505,8506,CA-2016-130400,,,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Dallas,Texas,75217.0,Central,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,8.856,9,0.8,-14.1696,
8506,8507,CA-2016-130400,,,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Dallas,Texas,75217.0,Central,TEC-AC-10004633, Technology  ,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",27.96,5,0.2,8.388,
8507,8508,CA-2016-130400,,,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Dallas,Texas,75217.0,Central,OFF-EN-10001453,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",146.352,3,0.2,49.3938,
8508,8509,CA-2015-135853,,14/12/2015,First Class,CA-12775,Cynthia Arntzen,Consumer,United States,Detroit,Michigan,48205,Central,TEC-AC-10004761,TECHNOLOGY,Accessories,Maxell 4.7GB DVD+RW 3/Pack,175.23,11,0.0,61.3305,
8509,8510,CA-2015-135853,,2015-12-14,First Class,CA-12775,Cynthia Arntzen,Consumer,United States,Detroit,Michigan,48205.0,Central,TEC-PH-10003691,Technology,Phones,BlackBerry Q10,125.99,1,0.0,31.4975,check
8510,8511,CA-2015-135853,,12-14-2015,First Class,CA-12775,,Consumer,United States,Detroit,Michigan,48205.0,Central,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,23.0,2,0.0,10.35,
8512,8513,CA-2016-144645,,,Standard Class,NS-18640,Noel Staavos,Corporate,United States,Houston,Texas,77041.0,Central,FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",73.784,2,0.6,$-77.47,
8517,8518,CA-2017-149720,,,Second Class,EM-14065,Erin Mull,Consumer,United States,Frisco,Texas,75034.0,Central,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,30.336,6,0.6,-17.4432,
8522,8523,US-2016-160206,,,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Milwaukee,Wisconsin,53209.0,Central,TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,,1,0.0,0.2598,
8530,8531,CA-2016-156748,11-30-2016,,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Detroit,Michigan,48227.0,Central,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",33.36,4,0.0,16.68,
8531,8532,CA-2016-156748,11-30-2016,,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Detroit,Michigan,48227.0,Central,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",13.76,2,0.0,6.3296,
8532,8533,CA-2016-156748,2016-11-30,,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Detroit,Michigan,48227.0,Central,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,496.86,7,0.0,24.843,
8533,8534,CA-2016-156748,2016-11-30,,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Detroit,Michigan,48227.0,Central,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,389.97,3,0.0,35.0973,
8550,8551,CA-2015-121132,17/07/2015,2015-07-24,Standard Class,VB-21745,Victoria Brennan,Corporate,United States,Houston,Texas,77041.0,Central,OFF-LA-10002368,Office Supplies,Labels,Avery 479,6.264,3,0.2,2.0358,
8551,8552,CA-2015-121132,17/07/2015,2015-07-24,Standard Class,VB-21745,Victoria Brennan,Corporate,United States,Houston,Texas,77041.0,Central,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,14.432,4,0.2,3.4276,
8552,8553,CA-2014-140473,05-30-2014,,Standard Class,MC-17425,,Corporate,United States,Chicago,Illinois,60623.0,Central,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,719.976,3,0.2,$135.00,check
8557,8558,CA-2016-132829,12-23-2016,12-26-2016,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Houston,Texas,77041.0,Central,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,$453.58,3,0.2,39.6879,
8558,8559,CA-2016-132829,23/12/2016,2016-12-26,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Houston,Texas,77041,Central,OFF-LA-10002945,Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",45.36,9,0.2,14.742,
8559,8560,CA-2016-132829,2016-12-23,26/12/2016,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Houston,Texas,77041.0,Central,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,287.88,3,0.2,35.985,
8560,8561,CA-2016-132829,2016-12-23,12-26-2016,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Houston,Texas,77041.0,Central,TEC-PH-10004912,Technology,Phones,Cisco SPA112 2 Port Phone Adapter,131.88,3,0.2,14.8365,
8561,8562,CA-2016-132829,2016-12-23,12-26-2016,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Houston,Texas,77041.0,Central,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.328,2,0.6,-0.7566,
8562,8563,CA-2016-123540,,,Second Class,DJ-13420,Denny Joy,Corporate,United States,Milwaukee,Wisconsin,,Central,FUR-CH-10000847,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,1454.9,5,0.0,378.274,
8565,8566,CA-2016-134110,11-17-2016,2016-11-18,First Class,BG-11035,Barry Gonzalez,Consumer,United States,The Colony,Texas,75056.0,Central,TEC-PH-10002350,Technology,Phones,Apple EarPods with Remote and Mic,67.176,3,0.2,6.7176,
8566,8567,CA-2016-134110,2016-11-17,11-18-2016,First Class,BG-11035,Barry Gonzalez,Consumer,United States,The Colony,Texas,75056.0,Central,OFF-PA-10000697,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",15.232,4,0.2,5.5216,
8571,8572,CA-2016-162222,,,Same Day,SR-20740,Steven Roelle,Home Office,United States,Dallas,Texas,75081.0,Central,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,10.272,3,0.2,3.21,
8572,8573,CA-2014-121629,28/11/2014,,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Houston,Texas,77041.0,Central,TEC-MA-10004679,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,998.85,5,0.4,-199.77,
8577,8578,CA-2017-146164,22/12/2017,12-26-2017,Standard Class,CM-12190,Charlotte Melton,Consumer,United States,Rochester,Minnesota,55901,Central,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",607.52,2,0.0,97.2032,
8578,8579,CA-2017-146164,22/12/2017,12-26-2017,Standard Class,CM-12190,Charlotte Melton,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-ST-10001228,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,31.16,2,0.0,7.79,
8580,8581,CA-2014-130673,05-20-2014,05-22-2014,Second Class,MC-17590,Matt Collister,Corporate,United States,San Marcos,Texas,78666,Central,FUR-FU-10003489,FURNITURE,Furnishings,Contemporary Borderless Frame,10.332,3,0.6,-5.9409,
8581,8582,CA-2014-130673,2014-05-20,05-22-2014,Second Class,MC-17590, Matt Collister ,Corporate,United States,San Marcos,Texas,78666,Central,OFF-PA-10000289,Office Supplies,Paper,Xerox 213,10.368,2,0.2,3.6288,
8582,8583,CA-2014-130673,2014-05-20,2014-05-22,Second Class,MC-17590,Matt Collister,Corporate,United States,San Marcos,Texas,78666.0,Central,TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,20.784,2,0.2,-3.6372,
8583,8584,CA-2014-130673,20/05/2014,2014-05-22,Second Class,MC-17590,Matt Collister,Corporate,United States,San Marcos,Texas,78666.0,Central,OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,66.96,5,0.2,-13.392,
8603,8604,US-2016-116365,,,Standard Class,CA-12310,Christine Abelman,Corporate,United States,San Antonio,Texas,78207.0,Central,TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,30.08,2,0.2,-5.264,
8604,8605,US-2016-116365,,,Standard Class,CA-12310,Christine Abelman,Corporate,United States,San Antonio,Texas,78207.0,Central,TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,165.6,3,0.2,-6.21,
8605,8606,US-2016-116365,,,Standard Class,CA-12310,Christine Abelman,Corporate,United States,San Antonio,Texas,78207,Central,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,180.96,5,0.2,13.572,
8620,8621,US-2017-119319,,,Second Class,LC-17050,Liz Carlisle,Consumer,United States,Dallas,Texas,75217,Central,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",30.56,5,0.6,-19.864,
8638,8639,CA-2017-118346,2017-07-23,24/07/2017,First Class,PO-19180,Philisse Overcash,Home Office,United States,Kenosha,Wisconsin,53142.0,Central,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,399.95,5,0.0,143.982,
8640,8641,US-2017-148551,,01-16-2017,Standard Class,DB-13120,David Bremer,Corporate,United States,Dallas,Texas,75217.0,Central,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,760.98,5,0.8,"$-1,141.47",
